customer_id,plan_type,is_family_plan,avg_monthly_bill,total_revenue_12m,tenure_months,customer_age,customer_region,occupation_type,income_bracket,avg_monthly_data_usage_gb,avg_monthly_voice_minutes,avg_monthly_sms,roaming_usage_minutes,international_usage_minutes,value_added_services_subscribed,plan_category,contract_length_months,discounts_or_offers_applied,is_5g_plan,num_lines_in_account,loyalty_score,app_login_frequency,reward_points_balance,wallet_balance,avg_topup_amount,topup_frequency,financial_stress_index,cost_overrun_score,churn_risk_score,segment_label
C0011,prepaid,1,436.00205894262575,5245.17712912505,44,57,south,retired,lower_middle,14.035139638101901,1544,741,23.0,2.0,0,premium,6,0,1,4,2,8,12892,3742.0165654084503,1952.619056488133,23,0.9259866125440209,0.7332837110959948,0.7991839303389012,habitual_defaulter
C0012,postpaid,0,347.51024183406184,4238.840491026685,84,36,metro,salaried,low,25.061976345116864,2783,358,3.0,0.0,1,basic,24,0,0,1,9,16,85581,639.5773618879624,1086.9142464151626,5,0.3932230652191613,0.3616777123441346,0.8442587355636698,occasional_defaulter
C0013,postpaid,1,810.9434863844044,9807.341416867828,83,37,rural,salaried,upper_middle,40.16275467516655,1451,129,12.0,5.0,0,standard,3,0,0,5,4,54,28872,4133.315556292174,805.7463034778146,17,0.7612021626797432,0.304721664826868,0.583115830325144,habitual_defaulter
C0014,prepaid,0,465.23108000984877,5627.177053921774,28,38,rural,unemployed,upper_middle,32.5568282131353,863,153,7.0,2.0,1,basic,12,1,1,2,8,31,64648,2186.6953392048367,1739.9726772226659,5,0.5811786042126659,0.6161448009993129,0.3936526926187277,habitual_defaulter
C0015,prepaid,0,247.11196025236626,3077.434197930869,101,37,metro,salaried,lower_middle,1.0,646,609,40.0,4.0,1,standard,3,0,1,1,3,52,11073,4018.5683771974245,485.1195909587712,29,0.05771943560297321,0.9559092886890085,0.07154995298892353,habitual_defaulter
C0016,prepaid,0,737.3650351782817,8955.575378924921,50,45,south,salaried,low,39.020472065082224,1116,990,6.0,15.0,0,basic,12,0,0,1,5,44,8120,4915.753768917484,145.18665890516502,2,0.7495122124474195,0.32974339460099467,0.5063901186056708,habitual_defaulter
C0017,prepaid,0,280.5998707187915,3400.329166467261,51,64,west,salaried,upper_middle,9.757188335986532,769,213,14.0,6.0,0,premium,1,0,1,3,1,38,6236,1087.0014847306147,577.5233389935302,10,0.6118842845836545,0.6606648904266834,0.05381360040087324,habitual_defaulter
C0018,prepaid,0,288.792057534487,3457.074920123195,119,44,metro,retired,upper_middle,13.326256063671982,1123,140,16.0,1.0,0,standard,1,0,1,1,4,53,20476,1668.546601798704,99.73584024242517,0,0.9903667621741701,0.6915353685254542,0.7153204866465852,habitual_defaulter
C0019,prepaid,0,1049.3575646802838,12615.48097987351,108,61,north,salaried,lower_middle,64.80306167783418,2328,695,20.0,10.0,0,standard,6,1,1,1,5,5,3305,3737.0150090440247,192.9536978338717,0,0.1659560714333539,0.01804934904869937,0.3131339486999378,occasional_defaulter
C0020,prepaid,0,282.02988921181645,149.18271660403187,1,63,north,self_employed,lower_middle,17.93130103128465,1570,692,20.0,5.0,0,premium,1,0,0,1,6,47,24162,1815.3510624109597,1472.6555198298674,29,0.46014098332029085,0.21049687373254122,0.0488148985570086,habitual_defaulter
C0021,postpaid,0,200.0,2357.934087692025,34,67,north,salaried,upper_middle,1.0,1713,209,21.0,0.0,1,premium,3,1,0,3,5,48,25865,596.9519447339583,552.1250801342189,24,0.19412699881006745,0.5655954014029636,0.8924756197239401,occasional_defaulter
C0022,prepaid,0,767.0667436861426,9127.543111177169,35,42,west,self_employed,low,42.3008926512223,1362,410,9.0,10.0,0,standard,1,1,0,1,5,18,26325,2145.732353627535,577.281686339853,23,0.7817420692000225,0.26966541550665635,0.05332332752951274,habitual_defaulter
C0023,prepaid,1,460.758992653987,5600.316865386598,90,19,east,retired,low,11.549561152702422,269,635,14.0,17.0,1,basic,12,0,0,2,2,19,6302,3318.1503519501134,1344.9732304840088,11,0.7952019962852405,0.2950603256195763,0.4747570468237644,habitual_defaulter
C0024,prepaid,0,483.1318913597779,5905.609867812114,61,70,north,self_employed,lower_middle,19.233011631908763,79,199,1.0,11.0,0,basic,24,0,0,1,5,55,45720,786.1036462508358,867.3816389819336,23,0.33325892199374396,0.2788201460538201,0.2796759094321237,habitual_defaulter
C0025,prepaid,0,458.0712701354444,5549.743460494543,30,60,south,student,lower_middle,18.62516658766059,943,805,15.0,31.0,0,standard,24,0,1,1,1,13,2899,4641.914296566336,402.5112456768034,18,0.10366732633671139,0.23950935852725364,0.7160163063899392,habitual_defaulter
C0026,postpaid,0,618.5750129057566,7412.555710004674,76,74,east,self_employed,lower_middle,32.78229417859173,1782,938,19.0,1.0,0,standard,1,0,0,2,1,56,9367,249.85672433726901,370.4640816936639,2,0.213911820042043,0.7137441363155282,0.9465748780741263,habitual_defaulter
C0027,prepaid,1,359.9641405672258,4260.400130385739,78,41,south,salaried,high,18.452233074316833,1066,300,27.0,7.0,0,basic,12,1,1,2,5,19,27935,78.57833025141758,155.05731595565769,16,0.3996728969151485,0.20085604582029382,0.6468635800668086,habitual_defaulter
C0028,prepaid,1,1226.4304806542261,14787.291011640453,103,50,west,salaried,upper_middle,57.32102152712394,2172,501,3.0,1.0,0,basic,3,0,1,3,5,3,16225,4612.266844111548,75.1570164551472,23,0.005839296837760077,0.9593418809165428,0.7287378390093137,occasional_defaulter
C0029,prepaid,0,241.7908837434148,2985.11725851211,68,36,north,self_employed,low,10.387218567016506,2346,493,19.0,30.0,0,basic,12,1,1,1,6,8,39846,275.5052627786903,1221.698252158639,20,0.08945224059960033,0.8557307498198304,0.7907941954233031,habitual_defaulter
C0030,prepaid,0,695.5349099747112,8338.775148768194,76,43,metro,self_employed,lower_middle,48.041231946559286,2192,41,8.0,2.0,0,standard,6,1,1,2,10,15,18570,4837.66867040698,1845.8050472027326,13,0.4142528263656696,0.6532246587131453,0.09809702054086877,occasional_defaulter
C0031,postpaid,0,775.2352658560169,9307.60812889176,88,63,north,self_employed,upper_middle,38.666059467750074,262,300,10.0,23.0,0,basic,3,1,0,1,3,20,102,2604.833982030148,1856.476512108521,28,0.8909754598675881,0.8321293163255241,0.23356907155933104,habitual_defaulter
C0032,prepaid,1,358.5942518209711,4275.082855552959,40,58,west,self_employed,low,3.381967969120817,1219,755,13.0,5.0,0,basic,3,0,1,4,3,0,16731,2044.2572512330926,238.0464509314024,24,0.036565872134204036,0.1892186586400988,0.9647732575405631,habitual_defaulter
C0033,prepaid,1,310.1158865169675,3754.6875415189934,95,20,north,salaried,low,5.374743595742087,532,0,3.0,13.0,0,standard,3,0,1,4,9,14,87309,3853.1409169833014,1203.230607866815,14,0.3628391560126609,0.6486510435129934,0.255095139415096,occasional_defaulter
C0034,postpaid,1,952.8388747972133,11402.967346019514,65,44,north,retired,low,39.60166550610367,2545,952,5.0,25.0,0,premium,3,0,1,4,1,16,9570,1897.6668460662581,1774.5991094080769,13,0.9461396409320779,0.7256869342573191,0.6578837912000479,habitual_defaulter
C0035,postpaid,0,315.773942354702,3782.9722703876632,37,31,north,self_employed,lower_middle,32.8475829076996,1358,802,1.0,2.0,0,basic,3,0,0,2,8,56,63384,63.96389936287328,1381.2610363039794,9,0.5409926787388509,0.7672511358087474,0.363521068931956,habitual_defaulter
C0036,postpaid,0,390.07336335013053,4587.216279389737,64,37,west,salaried,low,11.600009844418677,2430,183,73.0,14.0,0,standard,12,1,0,1,5,51,24600,339.17620909122314,924.5008320504481,16,0.8857415081545489,0.9688898634987225,0.2809271776012937,habitual_defaulter
C0037,prepaid,1,887.1551916021506,908.1338062746281,1,52,north,salaried,lower_middle,36.9305176246136,836,653,4.0,18.0,0,standard,24,0,1,2,9,30,89262,4270.0868437154495,202.56869015733503,15,0.9771062080566129,0.8800361851451403,0.6344558604602779,habitual_defaulter
C0038,prepaid,0,555.0774638139972,6801.036871801433,15,40,rural,self_employed,lower_middle,29.245018215040496,2355,518,20.0,6.0,0,basic,6,0,1,1,9,23,67770,2315.792039277521,890.7055572984622,26,0.6362134079548059,0.03400175655124471,0.08983432255501778,habitual_defaulter
C0039,postpaid,0,202.66836694700177,2459.806127937372,13,42,metro,student,lower_middle,22.11499564695758,2427,705,2.0,9.0,1,basic,12,1,1,2,4,13,34484,883.2337010929419,857.5640332511534,26,0.27112298203679697,0.4074410977202074,0.9583336648502422,habitual_defaulter
C0040,prepaid,0,1423.5122745892763,17165.539446419953,29,21,metro,salaried,low,68.43246779639205,341,582,24.0,5.0,0,premium,12,0,1,1,6,16,32562,1526.1235794018396,1271.950964787472,7,0.99207923918973,0.17928959411918344,0.7573978496826134,habitual_defaulter
C0041,prepaid,1,406.8701458914731,4943.526694025925,55,74,east,salaried,upper_middle,14.895300467252259,1464,262,42.0,4.0,0,basic,6,0,1,2,1,33,4232,2499.9548521892007,901.9518167330211,12,0.46890823909544577,0.8736051426044613,0.772284653490889,habitual_defaulter
C0042,prepaid,0,436.36693810144754,5226.626445336259,45,19,east,self_employed,low,32.721965549853664,2966,516,13.0,1.0,1,basic,3,0,1,4,1,3,2777,4443.120606508825,202.94909039125915,19,0.3554284632839746,0.07868070130070337,0.061566052699987606,habitual_defaulter
C0043,prepaid,0,626.8337404850461,2506.2387203417143,4,19,east,student,upper_middle,31.856117907058128,2371,434,23.0,9.0,0,basic,6,1,1,1,3,36,12261,535.9352582703248,1733.5397752308554,9,0.22342992249000737,0.6635826976508952,0.6965415992110339,habitual_defaulter
C0044,postpaid,0,768.0019239995178,9172.205581250495,64,42,east,student,low,40.130496365217866,2878,511,22.0,1.0,0,standard,1,0,1,1,8,50,3624,2191.2706276288695,1753.2704306869778,19,0.35163213644916846,0.967392449336755,0.33583126081881776,occasional_defaulter
C0045,prepaid,0,1601.3580992314157,19294.591572242425,15,64,metro,student,lower_middle,87.0173088054517,2669,575,21.0,2.0,1,basic,3,0,1,1,3,58,18849,441.40900461045516,1304.9669753917726,15,0.6720201302636153,0.9079260328550071,0.9837272277829238,habitual_defaulter
C0046,postpaid,0,218.53856937284237,2659.9214753744673,108,40,east,self_employed,upper_middle,11.906815383013651,1049,50,2.0,6.0,0,standard,1,0,0,1,9,57,89829,2449.6381478550206,1622.8632588692067,8,0.25352224887790387,0.12729433458487893,0.005399041194374621,occasional_defaulter
C0047,prepaid,0,857.7165768533785,10372.836727281687,104,38,south,salaried,lower_middle,48.661845402837024,1981,686,34.0,5.0,0,basic,24,0,1,1,4,9,38468,2841.8670238234167,1955.815150756044,26,0.4147292758997423,0.9731465458717936,0.22941322480775916,habitual_defaulter
C0048,prepaid,0,819.4679856643753,9842.181735721118,48,70,rural,self_employed,low,37.35915469728161,2944,295,18.0,8.0,1,basic,3,0,1,1,1,28,8648,2416.7410689540097,546.700729499518,22,0.2376229392736151,0.42866189407192834,0.7409675869118655,habitual_defaulter
C0049,prepaid,0,505.00043922084814,5916.857729010642,76,62,west,self_employed,lower_middle,20.31206178458971,481,71,5.0,6.0,1,premium,6,1,1,2,8,21,14840,3290.347840070465,1468.6735565038919,10,0.41372072275750904,0.49258529192242395,0.9648726218854472,occasional_defaulter
C0050,prepaid,1,839.6629255102936,10018.246307090698,56,42,rural,student,low,44.53582669923055,2788,726,12.0,3.0,1,standard,1,0,0,3,6,36,9402,4689.468169937667,69.5488096627523,12,0.18993119130276503,0.510282162698604,0.5472917122543834,occasional_defaulter
C0051,postpaid,1,910.369635323432,11004.541325318583,89,44,west,salaried,low,53.11850555060961,628,757,26.0,0.0,0,standard,12,0,0,4,6,22,51372,4719.81028974248,1022.3627735976024,2,0.8762481631270882,0.7434387368724528,0.21811471176671726,habitual_defaulter
C0052,postpaid,0,254.65774527882724,3040.1717590564035,91,69,metro,self_employed,low,10.453505783044362,443,670,21.0,7.0,0,standard,1,0,0,2,5,25,47585,4453.242901494566,329.665563388868,21,0.733342474656365,0.9585194936677671,0.49713696741993163,habitual_defaulter
C0053,postpaid,1,1425.633532670303,17192.62804328506,70,28,west,self_employed,lower_middle,66.49832840592978,840,338,3.0,5.0,0,basic,12,1,1,3,5,35,32365,4763.674085833393,1374.090633320057,0,0.43412065949080614,0.18604418940937062,0.7311229428800236,occasional_defaulter
C0054,postpaid,0,231.0607726010383,2885.583620322008,87,31,west,salaried,lower_middle,25.234424145826914,1205,57,18.0,1.0,0,standard,1,1,0,1,5,45,21415,157.6444286786588,929.2795476537567,13,0.9885170268672488,0.30276356915539904,0.16962629615295488,habitual_defaulter
C0055,prepaid,0,291.65629740950146,3574.2654562411412,15,34,north,student,lower_middle,19.548952888025894,1821,475,14.0,10.0,1,standard,6,1,1,1,1,29,5266,769.9348732716205,808.1036595538866,28,0.6643311242979759,0.370178871130011,0.039498541921280106,habitual_defaulter
C0056,postpaid,0,471.5460571591059,5729.897219856758,39,71,east,salaried,low,24.86213757077502,2223,24,21.0,2.0,0,standard,12,1,0,2,7,20,68719,2183.503597531187,1389.7919974724375,22,0.6618214417548166,0.7576848722542473,0.8275334405223674,habitual_defaulter
C0057,prepaid,0,1569.8216328724075,18622.807612051016,69,32,east,salaried,upper_middle,67.35000990406242,2122,504,31.0,0.0,1,premium,24,1,1,4,7,51,59143,246.41049940768877,1879.6135046298914,9,0.617315087248627,0.6943781173906962,0.16988349693665372,occasional_defaulter
C0058,prepaid,0,459.6470230063785,5497.064425182836,87,63,north,self_employed,low,26.976094429041236,2286,160,8.0,0.0,0,standard,3,0,1,1,2,32,18550,4962.750762898226,502.31356412311646,10,0.5100138168656821,0.33275139523402253,0.50570504922262,habitual_defaulter
C0059,prepaid,0,535.090750959265,6420.607633735505,79,68,metro,self_employed,upper_middle,17.15182778553091,502,549,11.0,6.0,0,basic,1,0,0,1,7,8,54985,195.04318719076764,1979.4165066784549,12,0.21405949293135385,0.10630403583771408,0.734594865935476,habitual_defaulter
C0060,prepaid,0,1197.0832262208598,14436.583359762186,89,48,south,salaried,low,66.81009318766237,2380,542,18.0,21.0,0,premium,24,0,0,2,3,28,6540,1215.3971456284967,1040.804564709439,29,0.43951593807603984,0.25727177316122607,0.8279600540362857,habitual_defaulter
C0061,prepaid,0,461.6583067141559,5548.992612177362,60,51,metro,salaried,upper_middle,35.324665767522106,2799,262,30.0,15.0,1,standard,6,0,0,2,10,42,43300,2785.986682545909,1798.4949134064175,13,0.8164326299675632,0.10950533346459557,0.8936994582239615,habitual_defaulter
C0062,prepaid,0,284.8206853053282,3298.233353996936,94,53,south,salaried,low,24.31899680299137,632,185,19.0,1.0,0,premium,6,1,1,2,9,10,22383,4835.85740039211,1537.8879921268128,17,0.25008744778759584,0.11509751492441456,0.38479530377836224,occasional_defaulter
C0063,postpaid,0,432.90609794637055,5077.078812630058,44,74,south,student,lower_middle,32.28165365904567,2658,413,0.0,3.0,0,basic,1,1,1,1,4,47,13824,4842.998763005305,505.1426619040565,7,0.7840637155891235,0.8560965032685008,0.19237622856589576,habitual_defaulter
C0064,prepaid,0,1157.4047678652307,13850.061357795488,43,57,north,salaried,low,51.751011286482296,366,785,94.0,3.0,1,basic,1,0,1,1,8,19,18624,1875.3027470812972,1745.1488709998569,23,0.016389667456901846,0.6881387628966115,0.9553800378275279,occasional_defaulter
C0065,prepaid,0,566.216066550719,2479.9173331947445,4,61,metro,self_employed,lower_middle,35.612676597074596,2953,779,1.0,15.0,0,standard,1,1,0,1,5,55,16895,669.3340743712084,1475.098539347294,4,0.6002531333450429,0.9674272653373436,0.29002141363262035,habitual_defaulter
C0066,prepaid,0,1574.766116040745,18919.629255878823,77,30,east,self_employed,lower_middle,75.72827566254834,392,568,41.0,13.0,0,basic,12,0,1,3,5,45,34740,4504.452090467176,259.60380611638345,3,0.5902425787609134,0.3398193252522478,0.11697902496800872,occasional_defaulter
C0067,prepaid,0,817.1839393182121,9847.169483279766,50,72,rural,salaried,lower_middle,49.90140418481419,505,567,47.0,27.0,1,standard,1,1,0,3,7,10,67277,3896.6063629057944,1677.2320654514372,0,0.656535276732527,0.7749073594958478,0.11382230120744152,habitual_defaulter
C0068,postpaid,0,381.97497079602834,4465.771738342862,104,35,metro,unemployed,lower_middle,21.0880339628626,1487,387,5.0,6.0,0,basic,6,1,1,1,3,10,26448,1319.1609940782646,371.8037468119165,24,0.9043960485577927,0.04235289694059241,0.702329250259295,habitual_defaulter
C0069,prepaid,0,560.0869096302004,6809.326486545083,39,34,metro,retired,low,26.044929380926913,397,280,30.0,0.0,0,premium,12,0,0,1,6,5,25806,806.9712194310669,1069.591667327184,7,0.7098542031809585,0.7723257683730681,0.09486259978962697,habitual_defaulter
C0070,postpaid,1,340.6072435468477,4061.8929939553477,54,62,rural,retired,low,14.659993543914409,1266,920,13.0,19.0,0,standard,12,0,0,4,7,43,44205,3168.7425068581197,1205.989410553962,5,0.7188242121746047,0.7390157968312946,0.765765759261304,habitual_defaulter
C0071,postpaid,1,377.04397799194913,4644.897148743051,23,61,south,salaried,upper_middle,22.550906376707374,1852,189,11.0,0.0,0,premium,24,0,0,2,9,46,25947,3786.7547602867403,1245.9846587383238,7,0.49266380645063057,0.836913953552208,0.3160598125923868,occasional_defaulter
C0072,prepaid,1,4000.0,47900.57858374693,60,56,south,self_employed,upper_middle,195.64939946921095,2852,496,3.0,14.0,1,premium,1,1,1,5,5,53,37530,4258.2693562876275,1196.5633981483243,20,0.25041144637101853,0.7256962718926144,0.8237955367360492,critical
C0073,prepaid,0,953.5992220605996,11435.682061502079,80,45,east,retired,high,34.99291490693277,1544,717,12.0,6.0,0,basic,1,1,1,1,7,29,9604,2188.9634360212094,1686.3219774944955,25,0.9677352993136576,0.9232131319841029,0.39433368090384424,habitual_defaulter
C0074,postpaid,0,874.457674782678,10452.578006098704,35,43,rural,self_employed,low,52.42359676071345,913,256,20.0,27.0,0,basic,3,0,1,1,1,58,5064,3563.7540074546064,672.5816142782666,3,0.4075296595570227,0.4437994584796602,0.5829893940616552,habitual_defaulter
C0075,postpaid,1,386.5459802155844,4689.357576242508,54,65,rural,salaried,low,16.661125619961656,2065,334,14.0,2.0,1,standard,1,1,0,4,2,31,2992,1816.1127043387314,275.74397504238243,28,0.766209692225995,0.4680985571007841,0.19968421587350682,habitual_defaulter
C0076,postpaid,0,1291.127615986901,15571.927025860701,58,31,east,student,low,76.13748372817341,1840,291,5.0,6.0,0,basic,12,0,1,1,4,10,18708,4054.167887098487,1818.5097341925095,24,0.8626613751592637,0.4357967334062772,0.6999075020924916,habitual_defaulter
C0077,postpaid,0,996.9280301889485,11912.761656213755,62,54,rural,unemployed,lower_middle,58.07854330612081,304,333,13.0,0.0,1,basic,24,1,1,1,2,45,18630,3394.084467470288,1090.047509664538,23,0.7557198252494349,0.42216317275467874,0.24906358891742697,habitual_defaulter
C0078,prepaid,0,1532.8617760434151,18458.743428783044,80,28,south,unemployed,low,79.32600442557754,2190,294,41.0,7.0,0,basic,12,0,1,1,10,35,18420,706.289910594704,1392.6315398789013,22,0.08003451472556478,0.28464616638666895,0.6024255498835627,occasional_defaulter
C0079,prepaid,0,1492.5073675241267,18023.592750343356,48,49,metro,self_employed,low,86.9168563454718,1936,521,34.0,1.0,0,basic,3,0,0,1,9,8,87651,72.55980332705303,1696.1302364992866,9,0.7709323132780186,0.3378982996553932,0.897320407373698,occasional_defaulter
C0080,prepaid,1,241.4110039587338,1768.3548250293643,7,41,south,salaried,low,8.428602867886713,620,504,4.0,1.0,1,premium,12,1,1,3,2,27,14552,3581.541421781131,1257.6706647348658,9,0.13618712397937338,0.7577938644105191,0.0579124227012211,habitual_defaulter
C0081,postpaid,0,295.77182066116626,3503.363648771524,119,70,west,retired,upper_middle,21.69808711819904,314,906,13.0,10.0,1,basic,1,0,1,1,2,35,17522,3974.036121815112,783.3994770693014,1,0.3695793158787757,0.9228753903698594,0.8766919826166546,habitual_defaulter
C0082,postpaid,0,313.5367886941813,3728.5242768100884,45,70,west,unemployed,lower_middle,16.78934738275692,2705,948,19.0,2.0,0,standard,1,0,1,2,9,17,10026,3280.6731359265295,555.4810996074839,25,0.48499891001160766,0.7724796831938617,0.8525356063719978,occasional_defaulter
C0083,prepaid,0,324.0288795284473,3871.33002609523,13,48,south,salaried,low,1.499115477432321,912,767,15.0,30.0,0,standard,24,0,1,1,3,3,3075,1378.1012177340374,385.4756192386236,29,0.5511418636227586,0.7107758925058422,0.8854101461910318,habitual_defaulter
C0084,prepaid,0,650.6024633740221,7882.9738884188255,53,57,east,salaried,lower_middle,29.278067202488973,2806,783,22.0,4.0,0,standard,12,1,1,1,7,2,33068,174.818236758853,1800.7939368511452,22,0.602320873568021,0.19884565216417938,0.40534074240551166,habitual_defaulter
C0085,prepaid,0,398.7194757586104,4818.958308539295,115,58,south,salaried,low,13.402240811887305,2888,497,23.0,5.0,0,standard,3,0,0,1,5,52,39655,1553.3887877037812,1753.2799022720224,14,0.23365418936234195,0.06582666884643973,0.7258225862153291,habitual_defaulter
C0086,prepaid,0,1702.6296663088006,20330.913745511643,114,67,metro,student,low,80.25817272903565,2975,822,10.0,3.0,0,basic,1,0,1,1,2,21,760,1056.1602328617114,1265.0107427114624,8,0.6917963577301618,0.5202217086233991,0.015765848151072626,habitual_defaulter
C0087,postpaid,0,1552.425670155528,18627.830037823624,93,25,west,salaried,lower_middle,70.46535699302305,2792,1,6.0,3.0,0,standard,12,0,1,1,5,48,37355,551.3766009675875,407.1692759749845,15,0.4394795335629408,0.7536082581667094,0.1762599883981334,occasional_defaulter
C0088,postpaid,0,542.6400035915735,6642.532083505164,39,56,north,salaried,upper_middle,11.509634042819977,2182,735,12.0,17.0,0,standard,6,1,1,1,10,20,24100,4683.79327316555,1824.362201203386,7,0.3449358145422289,0.3160834737384781,0.0830802597834136,occasional_defaulter
C0089,postpaid,0,1596.2771548947303,19234.193982453402,84,25,east,retired,lower_middle,83.0821385080934,2885,259,2.0,18.0,0,standard,24,0,0,3,1,11,8076,4458.432540280533,296.4153932148148,26,0.7033396921802321,0.6488151087910323,0.8969763460698563,occasional_defaulter
C0090,prepaid,0,1234.565104551713,14766.71594744218,114,64,north,salaried,low,56.6756257074688,2974,292,28.0,2.0,0,standard,1,0,0,1,3,6,9984,3831.1200897820486,379.17697498398746,27,0.9683440479432118,0.12875480768609426,0.938114828384211,habitual_defaulter
C0091,prepaid,0,425.00944510439007,4977.238043672158,93,48,east,student,low,20.190457829266425,2154,119,30.0,0.0,0,premium,24,0,1,1,5,1,5900,2835.218544856871,911.7896879922044,26,0.4830963723038977,0.20312581226713222,0.5863988289776371,habitual_defaulter
C0092,postpaid,0,200.0,2360.081362940815,120,36,north,self_employed,lower_middle,15.267208134754812,965,147,57.0,3.0,0,standard,6,1,1,2,3,47,17331,319.4872161394008,1145.4402455640793,4,0.5643043634037775,0.6604128877634168,0.02155347545413211,habitual_defaulter
C0093,postpaid,0,483.0486572716844,5796.313518154727,18,53,north,student,lower_middle,23.051247145121163,429,401,46.0,14.0,0,standard,24,0,0,1,4,31,9004,2942.5506859272764,1609.9602919532133,3,0.2109530196080185,0.6627932440985425,0.1255794627434692,habitual_defaulter
C0094,prepaid,1,382.0142180372919,4551.264843889973,22,56,rural,salaried,upper_middle,25.10362414301227,254,200,3.0,6.0,0,standard,3,0,1,5,8,17,76432,3267.6707280306427,1502.2681400125107,9,0.5517205557201286,0.3042514894094146,0.7026386720985198,occasional_defaulter
C0095,postpaid,1,610.0726776935414,7242.3368022249515,36,49,south,salaried,low,34.36946050282216,1976,701,16.0,12.0,0,premium,12,0,1,3,8,6,6136,2456.044506134662,262.73608895498097,8,0.18498904659649695,0.7216208455720567,0.26651897957642634,occasional_defaulter
C0096,prepaid,0,571.9637171323402,6910.437212307537,105,38,east,self_employed,lower_middle,25.586404727471177,2771,623,24.0,14.0,0,standard,12,0,0,1,7,20,39851,1472.7468264309223,414.9155287583796,1,0.34914916584003386,0.8543453241645341,0.7007513178561415,habitual_defaulter
C0097,prepaid,0,563.7775238362944,6574.131311792671,53,40,rural,salaried,low,30.29745449239309,2025,877,35.0,14.0,0,basic,3,1,0,1,10,29,18450,4570.189059721757,1358.2392934360955,12,0.690762154374024,0.6999948757202539,0.15794381868042484,habitual_defaulter
C0098,prepaid,0,726.346088935118,8805.862299498789,112,71,west,salaried,lower_middle,42.421798832241564,486,677,7.0,7.0,0,standard,3,0,0,1,1,37,9901,1401.4320637464295,405.143651136105,29,0.9680520840220909,0.5917715475493064,0.5754398657299858,habitual_defaulter
