customer_id,plan_type,is_family_plan,avg_monthly_bill,total_revenue_12m,late_payments_12m,missed_payments_12m,max_days_late,tenure_months,num_bills,num_payments_on_time_12m,num_payments_late_12m,late_payment_ratio,missed_payment_ratio,avg_payment_delay_days,last_payment_status,last_payment_delay_days,days_overdue_current_bill,is_currently_overdue,payment_method,auto_pay_enabled,billing_cycle_day,historical_billing_disputes,customer_age,customer_region,occupation_type,income_bracket,account_type,num_dependents,avg_monthly_data_usage_gb,avg_monthly_voice_minutes,avg_monthly_sms,international_usage_minutes,roaming_usage_minutes,value_added_services_subscribed,plan_category,contract_length_months,discounts_or_offers_applied,plan_change_count_last_12m,is_5g_plan,num_lines_in_account,num_support_calls_12m,complaint_count_12m,issue_type_majority,refund_requests_12m,dispute_count_12m,loyalty_score,app_login_frequency_monthly,reward_points_balance,renewal_rate,credit_score_range,wallet_balance,avg_topup_amount,topup_frequency,max_payment_delay_days_12m,num_bills_30plus_days_late,num_bills_60plus_days_late,days_since_last_payment,consecutive_missed_payments_max,current_outstanding_balance,segment_label
C5106,postpaid,0,390.72,4653.37,0,0,0,97,12,12,0,0.0,0.0,0.0,on_time,0,0,0,credit_card,1,6,0,47,metro,student,lower_middle,corporate,3,9.3,1129,411,5.0,24.0,0,standard,12,0,0,0,1,6,0,billing,0,0,6,38,29436,0.64,fair,3041.8,1106.86,0,0,0,0,26,0,3599.73,critical
C6408,postpaid,0,562.27,6800.41,1,0,14,83,12,11,1,0.08,0.0,2.0,late,24,58,1,cash,1,17,0,24,north,salaried,low,corporate,4,12.6,1733,25,3.0,1.0,0,premium,24,1,1,0,2,2,0,other,0,0,5,17,4655,0.61,fair,1244.16,654.71,27,14,0,0,11,0,1080.15,occasional_defaulter
C1951,postpaid,0,453.27,5367.44,1,0,7,21,12,11,1,0.08,0.0,0.5,on_time,0,18,1,UPI,1,26,0,62,north,salaried,lower_middle,individual,2,35.3,2152,456,9.0,2.0,0,standard,24,0,0,1,1,2,3,other,0,0,10,33,39980,0.65,poor,4786.01,419.67,15,7,0,0,1,0,2648.28,critical
C9738,postpaid,0,387.7,4698.0,1,0,21,29,12,11,1,0.08,0.0,1.5,on_time,0,31,1,credit_card,0,13,0,54,east,self_employed,upper_middle,individual,1,13.4,2738,814,7.0,4.0,0,standard,3,1,0,1,1,3,0,network,0,0,5,14,42810,0.18,fair,806.75,1812.04,6,21,0,0,8,0,2919.06,habitual_defaulter
C7110,postpaid,0,497.17,6055.52,2,1,96,52,12,9,2,0.17,0.08,7.7,on_time,0,6,1,UPI,0,27,0,28,metro,salaried,low,individual,0,15.7,2334,485,0.0,11.0,0,standard,1,0,1,1,4,2,1,billing,0,0,9,15,52191,0.64,fair,3383.61,1366.55,4,96,3,2,14,1,15761.99,occasional_defaulter
C6707,postpaid,1,470.93,5596.23,1,0,20,110,12,11,1,0.08,0.0,0.7,late,26,32,1,bank_transfer,1,12,0,47,metro,salaried,upper_middle,individual,4,28.6,1732,567,7.0,40.0,0,basic,24,0,0,0,5,3,0,network,0,0,6,13,35184,0.79,good,1137.59,1018.36,13,20,0,0,21,0,2074.17,critical
C7558,postpaid,0,602.24,7269.17,1,0,5,66,12,11,1,0.08,0.0,2.0,on_time,0,3,1,cash,0,11,1,50,rural,self_employed,high,individual,3,32.8,2596,740,9.0,2.0,1,basic,3,0,0,1,1,2,0,other,0,1,9,48,70722,0.47,fair,4425.77,377.96,30,5,0,0,7,0,3532.25,critical
C7674,postpaid,0,987.96,11889.66,1,1,109,89,12,10,1,0.08,0.08,5.6,late,11,40,1,credit_card,0,2,0,37,south,student,lower_middle,individual,3,60.0,1972,26,5.0,10.0,0,premium,1,0,0,0,1,1,0,billing,0,0,6,2,6480,0.26,good,600.26,719.48,22,109,2,2,25,1,34150.75,occasional_defaulter
C2481,postpaid,0,2722.93,32640.29,2,0,29,75,12,10,2,0.17,0.0,3.2,on_time,0,19,1,UPI,1,7,0,26,west,salaried,lower_middle,individual,2,132.2,1623,304,15.0,16.0,0,premium,6,1,0,0,1,1,0,other,0,0,8,0,58000,0.13,good,2866.63,1272.11,14,29,0,0,22,0,3133.4,occasional_defaulter
C1873,postpaid,0,282.91,3420.86,0,1,79,59,12,11,0,0.0,0.08,4.0,on_time,0,28,1,bank_transfer,0,10,0,55,metro,salaried,upper_middle,individual,4,15.5,2262,792,11.0,8.0,0,standard,3,0,1,0,1,2,0,other,0,0,7,9,21980,0.3,fair,1671.09,629.79,9,79,1,1,30,1,21483.06,occasional_defaulter
C4717,postpaid,0,1818.11,21874.45,1,0,27,48,12,11,1,0.08,0.0,1.8,on_time,0,47,1,bank_transfer,0,21,1,57,south,self_employed,lower_middle,individual,1,103.2,2869,166,30.0,18.0,1,premium,24,1,0,0,1,1,0,network,0,1,6,46,44544,0.99,good,308.51,1788.71,12,27,0,0,10,0,4003.64,critical
C8460,postpaid,0,1218.75,14667.04,1,0,2,14,12,11,1,0.08,0.0,1.9,on_time,0,3,1,cash,1,28,0,24,east,self_employed,upper_middle,corporate,3,66.9,263,546,18.0,14.0,1,standard,6,1,0,1,1,1,1,other,0,1,1,19,502,0.71,poor,275.36,967.27,28,2,0,0,10,0,2226.5,occasional_defaulter
C6733,postpaid,1,586.92,7094.99,0,0,0,82,12,12,0,0.0,0.0,0.0,on_time,0,0,0,credit_card,1,11,0,54,rural,salaried,low,corporate,5,21.4,360,470,16.0,5.0,0,basic,1,1,1,1,3,0,0,network,0,0,9,41,45594,0.56,fair,155.53,408.86,26,0,0,0,10,0,207.3,occasional_defaulter
C7494,postpaid,0,538.72,6544.06,2,1,110,62,12,9,2,0.17,0.08,4.9,late,14,35,1,credit_card,0,14,0,67,west,self_employed,low,individual,3,21.2,2186,640,3.0,56.0,0,standard,24,0,1,1,2,4,0,other,0,0,7,33,7448,0.52,good,18.46,967.55,25,110,2,1,28,1,36681.47,occasional_defaulter
C2210,postpaid,1,1462.77,17488.5,1,0,29,68,12,11,1,0.08,0.0,0.7,on_time,0,40,1,credit_card,0,28,2,42,metro,retired,lower_middle,corporate,3,81.7,938,766,25.0,12.0,0,standard,12,0,0,1,4,1,0,other,0,0,9,45,23409,0.29,fair,309.81,729.71,28,29,0,0,29,0,1529.45,critical
C4885,postpaid,0,533.1,6437.49,2,1,53,28,12,9,2,0.17,0.08,4.6,on_time,0,30,1,UPI,0,18,1,49,metro,unemployed,upper_middle,individual,5,11.3,941,116,10.0,27.0,0,standard,6,1,1,0,1,1,3,other,0,0,5,55,13555,0.37,good,2277.9,733.29,19,53,2,0,29,1,9707.94,habitual_defaulter
C5356,postpaid,0,578.05,6945.05,3,1,45,38,12,8,3,0.25,0.08,4.5,on_time,0,39,1,UPI,1,17,0,21,south,self_employed,high,individual,1,17.9,286,925,4.0,3.0,0,basic,12,1,0,0,2,0,0,other,0,0,10,33,51150,0.33,good,4572.46,1357.37,15,45,4,0,18,1,40179.11,occasional_defaulter
C3725,postpaid,0,2456.25,29504.8,2,0,9,94,12,10,2,0.17,0.0,3.4,late,21,18,1,bank_transfer,1,20,0,32,south,retired,lower_middle,individual,5,124.1,2084,176,11.0,19.0,0,premium,24,1,0,1,1,1,0,network,0,1,6,51,38856,0.46,poor,2446.85,117.39,27,9,0,0,0,0,3141.37,critical
C4861,postpaid,0,1334.15,15947.78,0,0,0,116,12,12,0,0.0,0.0,0.0,on_time,0,0,0,UPI,1,30,0,51,north,salaried,upper_middle,individual,3,58.2,2350,673,3.0,41.0,1,standard,3,1,0,1,1,2,0,other,0,0,9,52,30078,0.93,fair,4220.05,1877.44,24,0,0,0,19,0,3724.14,critical
C9467,postpaid,1,529.86,6484.2,1,0,18,38,12,11,1,0.08,0.0,1.7,missed,36,51,1,UPI,0,16,0,63,south,retired,upper_middle,individual,1,39.2,1728,182,32.0,2.0,0,basic,6,0,0,1,3,2,0,other,0,0,6,25,26334,0.34,poor,642.88,1121.54,14,18,0,0,61,0,166.44,habitual_defaulter
C9222,postpaid,0,471.99,5640.29,3,0,2,26,12,9,3,0.25,0.0,2.0,on_time,0,14,1,bank_transfer,1,7,0,60,west,unemployed,lower_middle,individual,3,38.2,2264,250,6.0,95.0,0,premium,1,1,1,0,1,1,1,network,0,0,7,34,28259,0.34,fair,3863.52,1354.42,29,2,0,0,16,0,685.9,occasional_defaulter
C9169,postpaid,0,405.95,4818.77,0,1,49,27,12,11,0,0.0,0.08,2.8,on_time,0,23,1,UPI,0,13,0,73,east,salaried,upper_middle,individual,5,25.9,2315,172,6.0,0.0,0,standard,1,0,1,1,1,2,1,other,0,1,5,39,36695,0.56,fair,4723.04,910.84,19,49,1,0,28,1,44179.84,occasional_defaulter
C2822,postpaid,0,202.95,2418.84,2,1,51,42,12,9,2,0.17,0.08,5.7,on_time,0,32,1,credit_card,0,22,1,18,south,salaried,lower_middle,individual,4,1.0,2124,755,4.0,6.0,0,premium,1,0,0,1,1,2,1,other,1,0,8,43,34976,0.57,poor,2461.03,346.3,20,51,1,0,3,1,47027.12,occasional_defaulter
C2060,postpaid,0,858.81,10257.42,2,0,19,58,12,10,2,0.17,0.0,2.0,late,28,10,1,UPI,1,9,0,56,south,retired,lower_middle,individual,3,33.3,614,411,2.0,15.0,0,standard,24,1,0,1,1,3,0,billing,0,0,6,25,1320,0.92,fair,2496.27,1356.11,22,19,0,0,17,0,3077.43,critical
C0144,postpaid,0,1173.28,14078.49,0,1,35,23,12,11,0,0.0,0.08,3.7,missed,81,7,1,UPI,0,5,1,38,north,retired,low,individual,2,52.7,303,715,4.0,9.0,0,basic,3,1,0,0,1,6,0,billing,0,0,9,47,11682,0.73,fair,3890.85,542.79,10,35,1,0,110,1,38159.03,occasional_defaulter
C9861,postpaid,1,471.37,5588.16,1,0,3,91,12,11,1,0.08,0.0,1.5,on_time,0,11,1,cash,1,25,2,28,west,salaried,low,individual,3,25.9,525,348,3.0,17.0,1,basic,24,1,0,1,4,5,0,network,0,0,5,0,3440,0.1,good,4394.51,551.64,13,3,0,0,0,0,2881.15,occasional_defaulter
C9552,postpaid,1,1054.55,12566.77,0,1,74,100,12,11,0,0.0,0.08,4.2,on_time,0,55,1,credit_card,1,3,0,48,metro,self_employed,low,individual,4,42.4,70,685,18.0,14.0,0,basic,3,0,0,1,4,3,0,billing,0,0,9,9,41490,0.48,poor,4077.45,533.88,1,74,1,1,21,1,4361.05,occasional_defaulter
C4865,postpaid,0,742.54,8910.06,0,0,0,106,12,12,0,0.0,0.0,0.0,on_time,0,0,0,cash,0,27,1,66,west,retired,lower_middle,individual,1,28.2,836,959,2.0,1.0,1,basic,3,1,1,1,1,0,1,billing,0,0,5,16,9980,0.64,poor,2703.58,589.18,11,0,0,0,26,0,2623.64,occasional_defaulter
C0560,postpaid,0,1726.26,8632.64,2,0,16,5,5,3,2,0.4,0.0,5.0,on_time,0,1,1,cash,1,29,0,62,east,retired,low,individual,3,86.0,63,788,10.0,28.0,0,premium,24,0,0,0,1,1,0,network,0,0,5,38,2815,0.92,poor,2764.84,1701.63,17,16,0,0,20,0,1896.58,critical
C1410,postpaid,1,1235.75,14775.81,3,1,119,31,12,8,3,0.25,0.08,9.3,late,26,14,1,cash,0,4,0,53,east,retired,upper_middle,individual,0,49.7,1626,294,2.0,31.0,1,basic,3,0,0,1,5,2,1,other,0,0,8,33,34456,0.19,good,3459.58,718.36,14,119,3,2,16,1,43335.83,occasional_defaulter
C6862,postpaid,1,863.45,10342.1,1,1,64,96,12,10,1,0.08,0.08,4.4,on_time,0,41,1,credit_card,1,14,0,21,north,salaried,low,individual,2,57.0,2954,837,5.0,14.0,0,standard,12,1,0,1,2,1,0,other,0,0,5,43,45755,0.36,good,3386.43,1946.93,16,64,2,2,11,1,28761.16,critical
C8765,postpaid,0,709.05,8482.74,0,1,64,22,12,11,0,0.0,0.08,3.1,on_time,0,24,1,UPI,0,8,0,36,rural,retired,upper_middle,individual,1,35.1,525,153,4.0,14.0,1,basic,6,1,0,1,1,3,1,other,0,0,10,46,11510,0.39,poor,1832.15,789.33,22,64,1,1,8,1,44422.25,occasional_defaulter
C3260,postpaid,1,1965.3,23645.85,1,1,45,94,12,10,1,0.08,0.08,4.8,late,11,20,1,cash,1,25,0,41,west,retired,upper_middle,individual,2,93.1,1588,591,35.0,16.0,1,premium,12,0,0,1,4,5,1,network,1,1,7,18,30597,0.62,fair,295.25,1544.8,12,45,2,0,2,1,32341.9,critical
C4331,postpaid,0,800.9,9625.63,1,0,27,58,12,11,1,0.08,0.0,0.8,late,16,51,1,credit_card,1,10,0,49,south,salaried,upper_middle,corporate,3,44.9,2259,277,8.0,35.0,0,standard,6,1,0,0,1,3,0,other,0,1,9,41,33840,0.12,fair,902.28,562.99,4,27,0,0,26,0,845.34,habitual_defaulter
C0392,postpaid,0,2505.93,30065.33,1,0,11,112,12,11,1,0.08,0.0,0.5,on_time,0,38,1,bank_transfer,1,10,1,18,metro,salaried,lower_middle,individual,1,126.5,783,840,3.0,12.0,0,premium,12,1,0,0,1,2,1,billing,0,0,9,15,84798,0.52,poor,3905.6,722.74,1,11,0,0,18,0,967.05,critical
C7315,postpaid,0,827.7,9885.76,3,0,21,22,12,9,3,0.25,0.0,5.0,on_time,0,30,1,cash,0,24,0,28,west,salaried,high,individual,4,50.2,1394,195,23.0,14.0,1,standard,24,0,0,1,2,2,1,other,0,0,3,23,6603,0.59,good,4086.28,69.62,17,21,0,0,13,0,405.37,occasional_defaulter
C2511,postpaid,0,666.31,8059.2,1,0,24,73,12,11,1,0.08,0.0,1.5,late,29,37,1,UPI,1,15,0,58,south,self_employed,lower_middle,individual,4,34.7,2496,562,1.0,25.0,0,basic,6,1,0,0,3,1,0,billing,1,1,5,24,37795,0.14,good,1834.43,1969.26,16,24,0,0,25,0,4905.04,critical
C4035,postpaid,0,530.83,6385.84,1,1,96,93,12,10,1,0.08,0.08,4.0,missed,49,30,1,UPI,0,22,1,42,metro,salaried,upper_middle,individual,0,26.3,971,808,8.0,1.0,1,standard,3,0,0,0,1,1,0,other,0,0,5,2,46380,0.52,good,2967.23,413.32,25,96,2,2,72,1,14175.23,habitual_defaulter
C1052,postpaid,0,321.68,3861.31,3,1,79,82,12,8,3,0.25,0.08,7.6,on_time,0,48,1,credit_card,0,5,1,48,west,unemployed,lower_middle,individual,2,34.0,2679,461,27.0,9.0,1,basic,6,1,1,1,2,2,1,billing,0,0,8,32,49440,0.78,fair,1963.65,1413.8,2,79,2,2,22,1,49603.96,occasional_defaulter
C1208,postpaid,0,870.31,10479.41,2,0,3,53,12,10,2,0.17,0.0,2.2,on_time,0,41,1,UPI,0,18,0,44,west,salaried,lower_middle,corporate,4,43.3,505,928,2.0,48.0,1,premium,24,0,0,1,1,1,0,other,0,0,5,7,26240,0.71,poor,4606.16,639.9,29,3,0,0,3,0,272.23,critical
C8516,postpaid,0,411.94,2908.6,2,0,22,7,7,5,2,0.29,0.0,6.7,missed,84,31,1,credit_card,1,24,0,31,metro,self_employed,lower_middle,individual,0,22.6,1557,396,2.0,14.0,0,basic,6,1,2,0,1,1,0,billing,0,0,10,48,46330,0.18,good,4811.06,166.98,2,22,0,0,82,0,4444.98,occasional_defaulter
C0659,postpaid,0,628.7,7559.6,1,0,6,83,12,11,1,0.08,0.0,0.7,missed,76,60,1,credit_card,0,28,0,22,east,student,upper_middle,individual,1,47.8,1731,360,0.0,5.0,0,standard,1,1,0,1,1,0,1,billing,0,1,8,14,15624,0.96,good,2233.31,934.01,0,6,0,0,70,0,1027.92,occasional_defaulter
C1666,postpaid,1,707.71,8458.59,1,3,70,91,12,8,1,0.08,0.25,9.9,on_time,0,10,1,bank_transfer,1,7,1,60,west,salaried,lower_middle,individual,1,18.0,523,405,3.0,10.0,0,basic,6,1,0,1,3,5,2,billing,0,0,7,17,40824,0.23,good,316.06,1920.83,18,70,1,1,3,3,34821.35,critical
C9679,postpaid,0,351.28,4164.7,2,0,24,41,12,10,2,0.17,0.0,3.1,on_time,0,17,1,credit_card,0,28,0,67,east,salaried,upper_middle,individual,5,21.7,1797,745,1.0,6.0,0,basic,1,1,0,0,5,2,0,billing,0,0,9,3,21231,0.25,good,3857.06,738.09,7,24,0,0,9,0,3566.14,occasional_defaulter
C3746,postpaid,0,1023.15,12366.7,0,2,71,78,12,10,0,0.0,0.17,7.3,on_time,0,45,1,UPI,0,24,1,71,west,student,lower_middle,individual,2,45.8,2925,77,8.0,50.0,0,basic,1,1,0,0,1,2,0,other,0,0,9,1,7488,0.12,fair,1890.25,1309.33,25,71,1,1,24,2,46689.1,occasional_defaulter
C1146,postpaid,1,272.96,3366.52,1,1,59,40,12,10,1,0.08,0.08,3.9,on_time,0,20,1,UPI,1,14,0,35,south,self_employed,lower_middle,individual,5,1.0,1264,642,7.0,15.0,0,standard,12,0,1,0,5,0,0,other,0,0,7,20,19586,0.44,poor,4534.72,1404.56,28,59,2,0,30,1,35177.4,critical
C1350,postpaid,0,243.39,2877.37,1,1,71,42,12,10,1,0.08,0.08,5.8,on_time,0,58,1,cash,1,12,0,52,south,retired,upper_middle,individual,2,22.2,2114,475,2.0,17.0,0,basic,1,0,0,0,1,2,2,network,0,0,9,57,78615,0.4,good,3064.86,348.03,3,71,2,2,0,1,25668.97,habitual_defaulter
C4596,postpaid,0,480.29,5774.74,3,0,18,114,12,9,3,0.25,0.0,5.0,on_time,0,23,1,bank_transfer,1,8,0,51,south,salaried,lower_middle,individual,4,21.7,1509,285,4.0,1.0,1,basic,24,1,0,0,1,2,0,billing,0,0,8,36,12896,0.17,fair,994.85,69.34,8,18,0,0,20,0,4832.88,occasional_defaulter
